"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0070646","GO:0070646","protein modification by small protein removal","25/2353","127/28891",2.97209135415171e-05,0.000279284429418814,0.000175730509605739,"Uspl1/Gps1/Otud6b/Cops2/Ubxn1/Uchl3/Cops4/Desi1/Tank/Tor1a/Cops5/Senp3/Otulin/Usp9x/Usp24/Usp22/Usp2/Usp49/Usp11/Usp54/Usp48/Usp8/Otud4/Usp31/Usp20",25
"GO:0016339","GO:0016339","calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules","12/2353","38/28891",3.01347731121245e-05,0.000281428135335265,0.000177079365802007,"Cdh1/Cdh2/Cdh6/Nrxn1/Cdh8/Cdh7/Pcdh1/Cdh13/Cdh20/Pcdhga12/Nlgn1/Cdh10",12
"GO:0044743","GO:0044743","protein transmembrane import into intracellular organelle","12/2353","38/28891",3.01347731121245e-05,0.000281428135335265,0.000177079365802007,"Tomm40l/Timm23/Grpel1/Pex2/Pex7/Pex6/Timm17a/Dnlz/Aifm1/Pex13/Usp9x/Pex5l",12
"GO:0098884","GO:0098884","postsynaptic neurotransmitter receptor internalization","12/2353","38/28891",3.01347731121245e-05,0.000281428135335265,0.000177079365802007,"Atad1/Sh3glb2/Lpar1/Synj1/Nrg1/Dnm3/Nedd4/Ap2b1/Hip1/Ap2a2/Ap2a1/Iqsec1",12
"GO:0140239","GO:0140239","postsynaptic endocytosis","12/2353","38/28891",3.01347731121245e-05,0.000281428135335265,0.000177079365802007,"Atad1/Sh3glb2/Lpar1/Synj1/Nrg1/Dnm3/Nedd4/Ap2b1/Hip1/Ap2a2/Ap2a1/Iqsec1",12
"GO:0010927","GO:0010927","cellular component assembly involved in morphogenesis","26/2353","135/28891",3.0934447939109e-05,0.000288008738800215,0.000181219993343669,"Hdac2/Cfl2/Cd9/Pgm5/Clasp1/Myh10/Vps13b/Dicer1/Plec/Tenm4/Tmod2/Ep300/Cntn1/Clasp2/Cntnap1/Flii/Mfn2/Abca2/Prox1/AU040320/Nfasc/Mef2c/Slc9a8/Mypn/Neb/Ckap5",26
"GO:0046822","GO:0046822","regulation of nucleocytoplasmic transport","26/2353","135/28891",3.0934447939109e-05,0.000288008738800215,0.000181219993343669,"Sumo1/Ppp1cc/Pkig/Nsun2/Smo/Hyal2/Camk1/Cdh1/Xpo1/Cabp1/Ubr5/Uhmk1/Supt6/Nup214/Xpo4/Dhx9/Tpr/Gsk3b/Ep300/Ppp1r12a/Pik3r1/Nedd4/Setd2/Nf1/Akap1/Mapk1",26
"GO:0042220","GO:0042220","response to cocaine","13/2353","44/28891",3.1411809596008e-05,0.000291557393509042,0.000183452867198093,"Snca/Adgrl3/Mtor/Crebbp/Grm2/Pgr/Mecp2/Ncam1/Nos1/Tacr3/Homer2/Htr2a/Sdk1",13
"GO:1904645","GO:1904645","response to amyloid-beta","13/2353","44/28891",3.1411809596008e-05,0.000291557393509042,0.000183452867198093,"Snx6/Gja1/Cacna2d1/Itga4/Cacna1b/Abcc1/Epha4/Lrp1/Grm5/Gsk3b/Igf1r/Atp1a3/Chrna7",13
"GO:0090132","GO:0090132","epithelium migration","49/2353","330/28891",3.15690025502424e-05,0.000292568386019907,0.000184089000868386,"Pdcd10/Hmgb1/Gpx1/Rhoa/Igf2/Pfn2/Tac1/Bsg/Fgfbp1/Sparc/Cd63/Pdcd6/Rac1/Nanos1/Ctsh/Evl/Thbs1/Atp2b4/Mtor/Macf1/Clasp1/Bcas3/Dicer1/Kit/Apc/Slit2/Sema5a/Robo1/Clasp2/Hdac9/Plxnd1/Mecp2/Arsb/Cdh13/Itga3/Prox1/Nf1/Mia3/Pten/Nrp1/Hdac6/Mef2c/Map3k3/Plcg1/Ptprr/Ptprm/Rreb1/Prkce/Iqsec1",49
"GO:0021761","GO:0021761","limbic system development","24/2353","120/28891",3.24348091917602e-05,0.000300133402307265,0.000188849037688626,"Hdac2/Smo/Uqcrq/Crk/Pak1/Reln/Usp9x/Cntnap2/Gsk3b/Fgf13/Epha5/Dcx/Sema3e/Prox1/Nf1/Dclk2/Pten/Nrp1/Tbr1/Kcnq2/Plxna1/Ptprs/Alk/Tsc1",24
"GO:0003205","GO:0003205","cardiac chamber development","34/2353","200/28891",3.27984423012086e-05,0.000303035607907965,0.000190675154777405,"Smarcd3/Ptcd2/Rbpj/Matr3/Smo/Naca/Bmpr1a/Bmp7/Tnnc1/Dctn5/Ryr2/Myh10/Hectd1/Lrp1/Slit2/Robo2/Ube4b/Nrg1/Robo1/Slit3/Plxnd1/Ndst1/Ap2b1/Trip11/Prox1/Dnm2/Med1/Ank2/Dvl3/Nrp1/Arid1a/Mef2c/Frs2/Pcsk5",34
"GO:0031648","GO:0031648","protein destabilization","15/2353","57/28891",3.6212253564919e-05,0.000334067684713811,0.000210201064913405,"Derl1/Pex2/Fbxl3/Npm1/Snca/Commd1/Ctsh/Mtor/Htt/Crebbp/Prkdc/Ep300/Ccdc88c/Nr1d1/Hdac6",15
"GO:0033135","GO:0033135","regulation of peptidyl-serine phosphorylation","29/2353","160/28891",3.64752164280691e-05,0.000335982198739402,0.000211405709676683,"Pdcd10/Pfn2/Araf/Pwp1/Snca/Pak1/Bcar3/Atp2b4/Akap9/Tenm1/Rictor/Dock7/Nsd1/Nrxn1/Fnip2/Eif4g1/Pten/Hdac6/Nos1/Smyd3/Pde4d/Arrb1/Egfr/Ercc6/Oprd1/Sh2d3c/Braf/Chrna7/Tnks1bp1",29
"GO:0140058","GO:0140058","neuron projection arborization","11/2353","33/28891",3.65975440876435e-05,0.000336597442663441,0.000211792831610147,"Tpbg/Ptn/Ssna1/Macf1/Cntnap2/Grip1/Ntng1/Dvl3/Nrp1/Nlgn1/Chrna7",11
"GO:0090130","GO:0090130","tissue migration","49/2353","332/28891",3.69796738558019e-05,0.000339596671575781,0.000213679997415583,"Pdcd10/Hmgb1/Gpx1/Rhoa/Igf2/Pfn2/Tac1/Bsg/Fgfbp1/Sparc/Cd63/Pdcd6/Rac1/Nanos1/Ctsh/Evl/Thbs1/Atp2b4/Mtor/Macf1/Clasp1/Bcas3/Dicer1/Kit/Apc/Slit2/Sema5a/Robo1/Clasp2/Hdac9/Plxnd1/Mecp2/Arsb/Cdh13/Itga3/Prox1/Nf1/Mia3/Pten/Nrp1/Hdac6/Mef2c/Map3k3/Plcg1/Ptprr/Ptprm/Rreb1/Prkce/Iqsec1",49
"GO:1903828","GO:1903828","negative regulation of protein localization","39/2353","244/28891",3.82824329935207e-05,0.000351028481654658,0.000220873086608051,"Sumo1/Btf3/Pkig/Tmem59/Ctnna1/Hadh/Dnaja1/Naca/Snx3/Rnf4/Ndfip1/Il12a/Insig1/Commd1/Syt4/Cdh1/Svip/Cabp1/Mtor/Hectd1/Kcnj6/Gsk3b/Ttbk2/Map1a/Klf7/Stxbp5l/Nf1/Frmd4a/Dclk2/Abcc8/Neo1/Tbc1d1/Nos1/Akap1/Cd200/Polr1a/Cltc/Nedd4l/Madd",39
"GO:0018205","GO:0018205","peptidyl-lysine modification","37/2353","227/28891",3.89058783811324e-05,0.00035620623696079,0.000224131018245894,"Sumo1/Uspl1/Hdac2/Morf4l2/Sirt3/Taf9/Dek/Desi1/Smo/Hat1/Sae1/Senp3/Nfyc/Hcfc1/Ash1l/Kat6a/Dip2b/Ep400/Crebbp/Ep300/Hdac9/Mecp2/Yeats2/Setd2/Gnl3l/Prkaa2/Zfp451/Setd1b/Hdac6/Vipas39/Kmt2a/Kat6b/Smyd3/Ezh1/Ercc6/Sf3b1/Baz1b",37
"GO:0060135","GO:0060135","maternal process involved in female pregnancy","14/2353","51/28891",3.92453463545742e-05,0.000358772314110218,0.000225745637600417,"Il11ra1/Prdx3/Ptn/Ube2a/Ctsb/Ptgis/Cdh1/Mtor/Csmd1/Ash1l/Pgr/Ar/Med1/Mapk1",14
"GO:0000463","GO:0000463","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","8/2353","18/28891",3.97513009705976e-05,0.000361218343602387,0.000227284720928707,"Rpl7/Znhit3/Nifk/Rpl7l1/Npm1/Rpl35/Gtpbp4/Urb1",8
"GO:0021859","GO:0021859","pyramidal neuron differentiation","8/2353","18/28891",3.97513009705976e-05,0.000361218343602387,0.000227284720928707,"Uqcrq/Dcx/Slc4a10/Scyl2/Dclk2/Atg7/Kcnq2/Unc5d",8
"GO:0045945","GO:0045945","positive regulation of transcription by RNA polymerase III","8/2353","18/28891",3.97513009705976e-05,0.000361218343602387,0.000227284720928707,"Dek/Mtor/Ice1/Chd8/Ar/Ercc6/Sf3b1/Baz1b",8
"GO:0060134","GO:0060134","prepulse inhibition","8/2353","18/28891",3.97513009705976e-05,0.000361218343602387,0.000227284720928707,"Fabp7/Chd8/Grin1/Nrxn1/Nlgn3/Pten/Grin3a/Grid2",8
"GO:0051492","GO:0051492","regulation of stress fiber assembly","21/2353","99/28891",3.99046630410915e-05,0.000361527896400681,0.000227479496810439,"S100a10/Rhoa/Cdc42/Pfn2/Tac1/Rac1/Rhoc/Pak1/Evl/Lpar1/Mtor/Clasp1/Ppp1r9a/Clasp2/Pik3r1/Ppm1e/Nrp1/Tjp1/Alms1/Tsc1/Braf",21
"GO:0072655","GO:0072655","establishment of protein localization to mitochondrion","21/2353","99/28891",3.99046630410915e-05,0.000361527896400681,0.000227479496810439,"Mff/Tomm40l/Fis1/Tomm5/Pdcd5/Timm23/Mtch2/Grpel1/Tomm22/Immp1l/Dnaja1/Bnip3l/Timm17a/Bcap31/Mterf4/Dnlz/Aifm1/Dusp18/Mfn2/Fbxo7/Hk1",21
"GO:0046622","GO:0046622","positive regulation of organ growth","16/2353","64/28891",4.00387167444444e-05,0.000362200988340414,0.000227903017698542,"Serp1/Pin1/Igf2/Rbpj/Smo/Bmpr1a/Erbb4/Mtor/Akap6/Ep300/Nrg1/Prox1/Ncam1/Mef2c/Mapk1/Ddx39b",16
"GO:0009791","GO:0009791","post-embryonic development","26/2353","137/28891",4.02577412565118e-05,0.000363071355872393,0.00022845066774211,"Serp1/Grcc10/Pnlip/Mtor/Usp9x/Dscam/Dicer1/Ash1l/Arid5b/Itpr1/Slc8a1/Atm/Ago2/Tet2/Mecp2/Meg3/Slc4a10/Atg7/Atrx/Szt2/Abl2/Myt1/Kmt2a/Gnaq/Invs/Mecom",26
"GO:0060292","GO:0060292","long-term synaptic depression","12/2353","39/28891",4.03146382613629e-05,0.000363071355872393,0.00022845066774211,"Slc24a2/Dgki/Gria1/Ppp1r9a/Grm2/Iqsec2/Stxbp1/Pten/Grid2ip/Adcy8/Grid2/Sorcs2",12
"GO:0099170","GO:0099170","postsynaptic modulation of chemical synaptic transmission","12/2353","39/28891",4.03146382613629e-05,0.000363071355872393,0.00022845066774211,"Ngdn/Eif4e/Cdh1/Dcc/Trio/Plcb1/Nedd4/Igf1r/Chrm1/Cyfip1/Usp8/Iqsec1",12
"GO:1903322","GO:1903322","positive regulation of protein modification by small protein conjugation or removal","27/2353","145/28891",4.09499610887729e-05,0.00036770031727267,0.000231363288927289,"Pin1/Derl1/Sphk1/Cry1/Hspbp1/Dcun1d2/Dcun1d5/Ube2v2/Pdcd6/Tank/Npm1/Rbx1/Ube2n/Sae1/Ndfip1/Commd1/Gabarap/Mycbp2/Huwe1/Fancm/Gsk3b/Wfs1/Ube3a/Pten/Arrb1/Rnf111/Amer1",27
"GO:2001257","GO:2001257","regulation of cation channel activity","27/2353","145/28891",4.09499610887729e-05,0.00036770031727267,0.000231363288927289,"Sumo1/Calm2/Gnb5/Cacnb3/S100a1/Ctss/Sri/Cabp1/Cacna2d1/Htt/Akap6/Myo5a/Cacnb2/Ank3/Fgf13/Grip1/Pde4b/Ank2/Abcc8/Kcnc2/Plcg1/Pde4d/Abcc9/Neto1/Nedd4l/Ntsr1/Kcnc1",27
"GO:0031668","GO:0031668","cellular response to extracellular stimulus","42/2353","271/28891",4.14219309545748e-05,0.000371388052537985,0.000233683674631617,"Rheb/Wdr45b/Cartpt/Mlx/Sec13/Fads1/Ldha/Snw1/Usf2/Atf4/Eif2s1/Bmp6/Gabarap/Itga4/Mtor/Rictor/Tnrc6a/Cpeb4/Plec/Crebbp/Ep300/Pik3r4/Ncoa1/Wdr59/Prkab2/Eif4g1/Sesn3/Prkaa2/Jmy/Mtmr3/Med1/Atg7/Ywhag/Hrk/Szt2/Rnf152/Tbl2/Tsc2/Xpr1/Ercc6/Tsc1/Mapk1",42
"GO:1901019","GO:1901019","regulation of calcium ion transmembrane transporter activity","20/2353","92/28891",4.17176278079563e-05,0.000373486768307272,0.000235004222262654,"Sumo1/Calm2/Gnb5/Cacnb3/Vmp1/S100a1/1810037I17Rik/Sri/Cabp1/Cacna2d1/Ryr2/Htt/Akap6/Myo5a/Cacnb2/Pde4b/Ank2/Slc9a1/Plcg1/Pde4d",20
"GO:0072001","GO:0072001","renal system development","51/2353","352/28891",4.26381671815054e-05,0.000381165090393959,0.000239835553017535,"Ptcd2/Ift20/Cd24a/Rhoa/Aldh1a2/Mpv17/Smo/Spp1/Smad5/Bmp7/Lgr4/Bmp6/Hes5/Erbb4/Epha4/Apc/Arid5b/Slit2/Dync2h1/Cc2d2a/Robo2/Pkd1/Wfs1/Robo1/Pygo1/Zbtb16/Epha7/Tet2/Adamts16/Plxnd1/Itga3/Ap2b1/Fat4/Nf1/Nrp1/Ptch1/Asxl1/Mef2c/Fmn1/Kif26b/Pds5a/Nek1/Invs/Mecom/Il6ra/Amer1/Cep290/Pcsk5/Tsc1/Ctnnd1/Fras1",51
"GO:0033674","GO:0033674","positive regulation of kinase activity","59/2353","426/28891",4.28502463690552e-05,0.000381934328298299,0.00024031957058063,"Zfp91/Ppia/Pdcd10/Ppp2ca/Ryk/Cd24a/Rap1a/Rhoa/Cartpt/Rps3/Ppp2r3c/Jtb/Prlr/Xrcc6/Npm1/Snca/Syap1/Pak1/Camk1/Il34/Thbs1/Reln/Atp2b4/Erbb4/Mtor/Tenm1/Akap6/Adra1a/Epha4/Kit/Slc8a2/Grm5/Als2/Nrxn1/Pkd1/Ppp1r9a/Rapgef2/Nrg1/Robo1/Tiam1/Epha5/Wdr59/Map2k6/Iqgap1/Prox1/Dvl3/Igf1r/Insr/Mef2c/Rad50/Ambra1/Strada/Rasgrp1/Egfr/Il6ra/Agrn/Alk/Adcy8/Htr2a",59
"GO:0050678","GO:0050678","regulation of epithelial cell proliferation","59/2353","426/28891",4.28502463690552e-05,0.000381934328298299,0.00024031957058063,"Nme1/Pdcd10/Hmgb1/Gpx1/Ptn/Aldh1a2/Cdc42/Mydgf/Igf2/Pex2/Rbpj/Fgfbp1/Sparc/Pdcd6/Vip/Smo/Npm1/B2m/Ift57/Bmpr1a/Gja1/Il12a/Fzd7/Bmp6/Cdh1/Hes5/Thbs1/Itga4/Erbb4/Mtor/Rictor/Dicer1/Apc/Ift172/Itpr1/Mta3/Prkdc/Sema5a/Robo1/Celf1/Pgr/St8sia1/Cdh13/Prox1/Nf1/Ar/Med1/Nr1d1/Pten/Ptch1/Wdr48/Mef2c/Plcg1/Ptprm/Frs2/Egfr/Rreb1/Tsc2/Klf9",59
"GO:1905037","GO:1905037","autophagosome organization","24/2353","122/28891",4.29752170071116e-05,0.000382485741967846,0.000240666529433133,"Ift20/Wdr45b/Rab1b/Arfip2/Vmp1/Atg101/Fez1/Atg12/Gabarap/Mtor/Dnajc16/Zfyve26/Atg2b/Mfn2/Lrsam1/Atg9a/Mtmr3/Atg7/Lrba/Stx17/Ambra1/Atp2a2/Tom1/Atg4c",24
"GO:0061013","GO:0061013","regulation of mRNA catabolic process","32/2353","186/28891",4.33641193426023e-05,0.000385050656069778,0.000242280416978405,"Polr2g/Hnrnpc/Paip1/Pcbp4/Zc3h14/Ythdf3/Npm1/Cnot7/Ybx1/Upf3a/Nanos1/Exosc2/Elavl1/Mtor/Tnrc6b/Larp4b/Dicer1/Tnrc6a/Nbas/Dhx9/Tnrc6c/Cnot1/Ago2/Celf1/Cpeb3/Gtpbp1/Fus/Pum1/Dcp1a/Rnasel/Pcid2/Secisbp2",32
"GO:0060485","GO:0060485","mesenchyme development","47/2353","316/28891",4.33904633056688e-05,0.000385050656069778,0.000242280416978405,"Sdcbp/Ppp2ca/Sdhaf2/Hdac2/Rps7/Aldh1a2/Cdc42/Rbpj/Pdcd6/Smo/Bmpr1a/Gja1/Bmp7/Col1a1/Poglut1/Tmem100/Thbs1/Itga4/Erbb4/Mtor/Cdh2/Htt/Clasp1/Dicer1/Epha4/Robo2/Gsk3b/Sema5a/Robo1/Clasp2/Tiam1/Nedd4/Ddx5/Sema3e/Sema6d/Ncam1/Ldlrad4/Pten/Nrp1/Mef2c/Exoc4/Megf8/Tsc2/Amer1/Ddx17/Cul7/Mapk1",47
"GO:0043010","GO:0043010","camera-type eye development","54/2353","380/28891",4.41911536564996e-05,0.000391582722678427,0.000246390504305168,"Smarcd3/Ptn/Hdac2/Aldh1a2/Bsg/Tspan12/Grcc10/Uchl3/Arl6/Mterf4/Gja1/Atf4/Bmp7/Ephb1/Rpl24/Fkbp8/Bcar3/Hes5/Atp8a2/Tenm3/Kmt2c/Myh10/Dscam/Sdk2/Cacna1c/Apc/Ift172/Wdr19/Cc2d2a/Fat1/Dcx/Nphp4/Mfn2/Ift140/Pou2f1/Fat3/Hipk2/Lpcat1/Prox1/Nf1/Agtpbp1/Med1/Scaper/Man2a1/Nrp1/Arid1a/Miat/Ptprm/Frs2/Pds5a/Tub/Egfr/Alms1/Cep290",54
"GO:1903169","GO:1903169","regulation of calcium ion transmembrane transport","34/2353","203/28891",4.48204212491067e-05,0.000396578938964724,0.00024953420850636,"Sumo1/Calm2/Gnb5/Cacnb3/Trpc3/Vmp1/S100a1/Snca/1810037I17Rik/Sri/Fbxo11/Bin1/Cabp1/Cacna2d1/Ryr2/Htt/Akap6/Grin1/Myo5a/Cacna1c/Slc8a1/Cacnb2/Cacna1d/Ubr3/Trpc1/Pde4b/Ank2/Sestd1/Psen2/Slc9a1/Plcg1/Pde4d/Prkce/Ntsr1",34
"GO:0017148","GO:0017148","negative regulation of translation","36/2353","220/28891",4.51552910951774e-05,0.000397548138981713,0.000250144045629216,"Polr2g/Srp9/Otud6b/Rgs2/Paip1/Rps3/Ythdf3/Rpl13a/Tyms/Cnot7/Ybx1/Nanos1/Eif2s1/Eif4e/Exosc2/Tnrc6b/Cpeb1/Xrn1/Tnrc6a/Cpeb4/Dhx9/Tnrc6c/Ago3/Tpr/Cnot1/Wfs1/Ddx6/Ilf3/Ago2/Celf1/Cpeb3/Ago1/Eif4g1/Pum1/Dcp1a/Tsc1",36
"GO:0002209","GO:0002209","behavioral defense response","15/2353","58/28891",4.51923226791619e-05,0.000397548138981713,0.000250144045629216,"Vdac3/Gja1/Eif4e/Cacna1e/Als2/Ep300/Grin2b/Htr1a/Eif4g1/Mecp2/Grm7/Cckbr/Mef2c/Ankfn1/Neurod2",15
"GO:0051496","GO:0051496","positive regulation of stress fiber assembly","15/2353","58/28891",4.51923226791619e-05,0.000397548138981713,0.000250144045629216,"S100a10/Rhoa/Cdc42/Pfn2/Tac1/Rac1/Rhoc/Pak1/Evl/Lpar1/Mtor/Ppm1e/Nrp1/Tsc1/Braf",15
"GO:2001222","GO:2001222","regulation of neuron migration","15/2353","58/28891",4.51923226791619e-05,0.000397548138981713,0.000250144045629216,"Nsmf/Rac1/Cdh1/Reln/Tbc1d24/Arhgap32/Nrg3/Gsk3b/Rapgef2/Nrg1/Nipbl/Ntng1/Ptprz1/Unc5d/Camk2a",15
"GO:0007207","GO:0007207","phospholipase C-activating G protein-coupled acetylcholine receptor signaling pathway","6/2353","10/28891",4.56798775314001e-05,0.000400094996702046,0.000251746571792307,"Itpr1/Plcb1/Trpc1/Chrm3/Anxa7/Gnaq",6
"GO:0070922","GO:0070922","RISC complex assembly","6/2353","10/28891",4.56798775314001e-05,0.000400094996702046,0.000251746571792307,"Dicer1/Dhx9/Ago3/Ago2/Ago1/Adar",6
"GO:1905274","GO:1905274","regulation of modification of postsynaptic actin cytoskeleton","6/2353","10/28891",4.56798775314001e-05,0.000400094996702046,0.000251746571792307,"Rhoa/Myh10/Kalrn/Tiam1/Itsn1/Cyfip1",6
"GO:0030833","GO:0030833","regulation of actin filament polymerization","27/2353","146/28891",4.6393828095443e-05,0.000405761893342684,0.000255312279471087,"Tmsb4x/Arpc3/Rhoa/Arpc5/Pfn2/Capza2/Rac1/Actr3/Cdc42ep4/Bin1/Evl/Mtor/Tenm1/Sptan1/Rictor/Slit2/Ppp1r9a/Sptbn1/Tmod2/Cyfip2/Flii/Cyfip1/Fmn1/Arfgef1/Add2/Prkce/Ssh2",27
"GO:0106106","GO:0106106","cold-induced thermogenesis","28/2353","154/28891",4.65003313157623e-05,0.000406065387442146,0.000255503243116542,"Rheb/G0s2/Sfxn5/Rbpj/Hadh/Prlr/Acot13/Fh1/Gja1/Atf4/Fabp5/Lgr4/Lnpep/Dync1h1/Ksr2/Dock7/Apc/Ppargc1b/Map2k6/Prkab2/Mfn2/Grb10/Slc25a44/Igf1r/Clstn3/Nr1d1/Bscl2/Alms1",28
"GO:0001659","GO:0001659","temperature homeostasis","33/2353","195/28891",4.66295181751747e-05,0.000406065387442146,0.000255503243116542,"Rheb/Gpx1/G0s2/Sfxn5/Acadvl/Rbpj/Hadh/Prlr/Acot13/Fh1/Gja1/Atf4/Fabp5/Lgr4/Lnpep/Dync1h1/Ksr2/Dock7/Apc/Ppargc1b/Map2k6/Prkab2/Mfn2/Grb10/Slc25a44/Trpm2/Igf1r/Clstn3/Nr1d1/Bscl2/Alms1/Ntsr1/Htr2a",33
"GO:0031330","GO:0031330","negative regulation of cellular catabolic process","33/2353","195/28891",4.66295181751747e-05,0.000406065387442146,0.000255503243116542,"Hnrnpc/Anxa2/Paip1/Zcchc17/Nsun2/Snca/Ybx1/Dffa/Fez1/Eif4g2/Upf3a/Elavl1/Herc1/Atp2b4/Mtor/Mtmr9/Larp4b/Adra1a/Dicer1/Nbas/Dhx9/Sorl1/Ep300/Foxk1/Eif4g1/Lzts1/Lrpprc/Fus/Kdm4a/Slc7a5/Tsc2/Tsc1/Secisbp2",33
"GO:0034504","GO:0034504","protein localization to nucleus","49/2353","335/28891",4.67033438377141e-05,0.000406124773314756,0.000255540609716889,"Sumo1/Cnep1r1/Pin1/Dnajb6/Lamtor5/Rpl11/Sec13/Pkig/Ctnna1/Plrg1/Smo/Npm1/Hyal2/Tor1a/Col1a1/Cdh1/Xpo1/Tbrg1/Cabp1/Elavl1/Kcnq3/Cdkl5/Mtor/Ubr5/Htt/Nup214/Tnpo1/Tpr/Tnpo2/Gsk3b/Nvl/Crebbp/Ep300/Pygo1/Pik3r1/Sprn/Zbtb16/Adar/Ddx5/Syne1/Nf1/Dclk2/Med1/Kcnq2/Akap1/Polr1a/Tsc2/Fam53c/Mapk1",49
"GO:0043491","GO:0043491","phosphatidylinositol 3-kinase/protein kinase B signal transduction","47/2353","317/28891",4.69907273273089e-05,0.000408038393024096,0.000256744691761183,"Tpbg/Gpx1/Ppp2ca/Hdac2/Cdc42/Mydgf/Igf2/Pdcd6/Rac1/Hyal2/Serpine2/Tmem100/Thbs1/Reln/Nyap2/Erbb4/Mtor/Rictor/Cntnap2/Ncor1/Cbl/Nrxn1/Myo16/Setx/Gsk3b/Ep300/Pik3r4/Sema5a/Nrg1/Grm2/Pik3r1/Nedd4/Sesn3/Sema3e/Itsn1/Nf1/Ube3a/Igf1r/Magi2/Pten/Insr/Rasgrp1/Egfr/Tsc2/Arfgef1/Htr2a/Akr1c14",47
"GO:0045792","GO:0045792","negative regulation of cell size","7/2353","14/28891",4.83869840561168e-05,0.000418962157663034,0.000263618110128287,"Rhoa/Mtor/Mfn2/Deptor/Pten/Tsc2/Tsc1",7
"GO:0098917","GO:0098917","retrograde trans-synaptic signaling","7/2353","14/28891",4.83869840561168e-05,0.000418962157663034,0.000263618110128287,"Fabp5/Syt4/Tenm2/Farp1/Plcb1/Nos1/Nlgn1",7
"GO:0042776","GO:0042776","proton motive force-driven mitochondrial ATP synthesis","16/2353","65/28891",4.91289116767633e-05,0.000424779363299376,0.00026727839478176,"Ndufs4/Ndufb5/Ndufv2/Sdhd/Stoml2/Ndufc2/Ndufa7/Ndufb2/Ndufs8/Ndufa9/Ndufa6/Ndufs7/Ndufb8/Ndufa11/Ndufs3/Ndufb9",16
"GO:0045943","GO:0045943","positive regulation of transcription by RNA polymerase I","11/2353","34/28891",5.01319296218225e-05,0.000432834224270464,0.000272346650202223,"Dek/Pwp1/Ubtf/Atf4/Wdr43/Mtor/Dhx33/Ercc6/Sf3b1/Phf8/Baz1b",11
"GO:0001822","GO:0001822","kidney development","49/2353","336/28891",5.0431738930545e-05,0.000434803370779564,0.000273585670652638,"Ptcd2/Ift20/Cd24a/Rhoa/Mpv17/Smo/Spp1/Smad5/Bmp7/Lgr4/Bmp6/Hes5/Erbb4/Epha4/Apc/Arid5b/Slit2/Dync2h1/Cc2d2a/Robo2/Pkd1/Wfs1/Robo1/Pygo1/Zbtb16/Epha7/Tet2/Adamts16/Plxnd1/Itga3/Ap2b1/Fat4/Nf1/Nrp1/Ptch1/Asxl1/Mef2c/Fmn1/Kif26b/Pds5a/Nek1/Invs/Il6ra/Amer1/Cep290/Pcsk5/Tsc1/Ctnnd1/Fras1",49
"GO:0005976","GO:0005976","polysaccharide metabolic process","22/2353","108/28891",5.08054861991625e-05,0.00043680037885455,0.000274842222073834,"Ppp1cc/Ppp1cb/Hmgb1/Ppp1ca/Ptges3/Igf2/Ppp1r3c/Ppp1r3d/Ugp2/Phkg2/Mtor/Gsk3b/Dyrk2/Ndst1/Grb10/Nr1d1/Gaa/Phka2/Csgalnact1/Insr/Cltc/Ap2a1",22
"GO:0015850","GO:0015850","organic hydroxy compound transport","47/2353","318/28891",5.08622364685353e-05,0.00043680037885455,0.000274842222073834,"Sdhd/Pcp4/Cartpt/Anxa2/Npc1l1/Vapa/Stard5/Npc2/Tac1/Vip/Snca/Spp1/Dtnbp1/Tor1a/Slc18b1/Commd1/Syt4/Bmp6/Scp2/Pnlip/Abca8b/Syt1/Slc16a7/Myo5a/Lrp1/Syt11/Abca5/Kcna2/Cadps/Nrg1/Grm2/Serac1/Htr1a/Mfn2/Nisch/Mecp2/Abca3/Abca2/Syt7/Ptch1/Abcc4/Nos1/Syt10/Abcg4/Gramd1b/Htr2a/Chrna7",47
"GO:0043954","GO:0043954","cellular component maintenance","19/2353","86/28891",5.0879568960784e-05,0.00043680037885455,0.000274842222073834,"Cbln2/Adgrl3/Grin1/Cntnap2/Nrxn1/Syngap1/Grin2b/Sort1/Cntnap1/Zfp804a/Itga3/Plxna4/Igf1r/Insr/Abl2/Erc1/Nlgn1/Tjp1/Ckap5",19
"GO:0051480","GO:0051480","regulation of cytosolic calcium ion concentration","17/2353","72/28891",5.11985129992303e-05,0.000438916813703444,0.000276173918850906,"Trpc3/Bok/Atp2b4/Ryr2/Myo5a/Slc8a2/Sv2b/Grm1/Atp2b3/Ryr1/Grin2b/Atp2b1/Trpc5/Trpc1/Erc1/Grid2ip/Adcy8",17
